Title,Location,Company,Salary,Sponsored,Description
Artificial Intelligence ( AI ),"Noida, Uttar Pradesh",Genx Creative Studio,None,Organic,"JOB DESCRIPTION
Strong background in AI and Machine learning techniques and tools such as neural networks, regression, classification and clustering.
Experience of functional programming with Python, Scala or LISP.
Define, develop and prototype cognitive solution such as Natural Language Processing (NLP).
Expertise in NLP methods such as LSA, LDA, Semantic Hashing, Word2Vec, Doc2Vec, LSTM.
Good knowledge of libraries and frameworks such as TensorFlow, Keras, Caffe, Torch.
Familiarity with Micro web framework such as Flask and Database technologies such as RDBMS and NoSQL.
Analyze source data and data flows, working with structured and unstructured data.
Manipulate high-volume, high-dimensionality data from varying sources to highlight patterns, anomalies, relationships and trends.
Develop and design algorithms and frameworks in terms of API to leverage this data.
Apply AI/Machine Learning technology to solve real-world problems.
Exposure in one of the Cloud platforms such as AWS, GCS.


QUALIFICATIONS
Minimum 2-5 years of work experience.
Hands on expertise in Artificial Intelligence, Machine Learning, Neural Networks and Human-Computer Interaction.
Demonstrated ability to conceptualize, architect, assemble and deliver complex solutions.
Development experience in Python with good command over matrix algebra and statistics libraries API integration."
Experienced Artificial Intelligence Developer,"Gurgaon, Haryana",Siemens AG,None,Organic,"Looking for challenging role? If you really want to make a difference - make it with us
Siemens Gas and Power (GP) is a global pacesetter in energy, helping customers to meet the evolving demands of today’s industries and societies. GP comprises broad competencies across the entire energy value chain and offers a uniquely comprehensive portfolio for utilities, independent power producers, transmission system operators and the oil and gas industry. Products, solutions and services address the extraction, processing and the transport of oil and gas as well as power generation in central and distributed thermal power plants and power transmission in grids. With global headquarters in Houston in the U.S. and more than 64,000 employees in over 80 countries, Siemens Gas and Power has a presence across the globe and is a leading innovator for the energy systems of today and tomorrow, as it has been for more than 150 years.
We make real what matters. This is your role
Design, implement, test and deploy highly scalable Artificial Intelligence solutions to improve turbomachinery product design methods and processes
Work in cross-functional teams to collect data required from product R&D, operational field, testing data, and market data.
Create the conceptual, high-level, and detailed design of the software and data solutions
Define subsystems and their interfaces, allocate responsibilities to subsystems, understand solution deployment, and communicate requirements for interactions
Influence common modeling, design, and coding practices
Work with customers, stakeholders, and suppliers to implement, test, and deploy the solutions
Willingness to travel internationally for durations up to 3 months should work demand this
We don’t need superheroes, just super minds
Proven expertise in artificial intelligence and machine learning
Experience with managing, manipulating and visualizing large data sets (Python, R or equivalents)
Excellent written, verbal and presentation communication skills in English
Experience in working in cross-functional teams and with internal customers
Exceptional ability to build relationships
Data-driven and results-oriented approach to problem solving
Technical knowledge related to turbomachinery desired
Enthusiastic and motivated
Experience with industrial data / Internet of Things (IoT) desired
Experience with data acquisition, automation, and control systems desired
Education
Master degree, or higher qualification, in Engineering, Statistics, Data Mining, Machine Learning, Analytics, Mathematics, Operations Research, Industrial Engineering, or related field required.
We’ve got quite a lot to offer. How about you?
This role is based in Gurgaon, where you’ll get the chance to work with teams impacting entire cities, countries – and the shape of things to come.
We’re Siemens. A collection of over 379,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality and we welcome applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit and business need. Bring your curiosity and imagination, and help us shape tomorrow.
Find out more about Siemens careers at: www.siemens.com/careers


Job ID: 196748
Organization: Gas and Power
Company: Siemens Ltd.
Experience Level: Experienced Professional
Job Type: Full-time"
Artificial Intelligence (AI) Internship,"Ahmedabad, Gujarat",STEMpedia,"₹7,000 - ₹14,000 a month",Organic,"About the company:
STEMpedia was founded with a vision of boosting STEM education and strengthening maker culture to impart creativity and innovativeness. We provide technology and learning resources for children to experience learning-by-doing from easy to use hardware. With software for coding, a controller application for online courses, tons of tutorials, and example projects, we aim at providing end-to-end services. Built for users of all skill levels and ages, our offerings are popular educational institutes and trainers across the globe.
About the internship/job:
Selected intern's day-to-day responsibilities include developing machine learning and artificial intelligence-based features in PictoBlox application.
Who can apply:
Only those students or freshers can apply who:
are available for full time (in-office) internship
have relevant skills and interests
can start the internship between 20th Jan'20 and 19th Feb'20
are available for duration of 4 months
have already graduated or are currently in any year of study
Females willing to start/restart their career may also apply
Number of internships/jobs available: 1
Categories: Artificial Intelligence (AI),Computer Science,Engineering"
"Eng, Artificial Intelligence 4","Chennai, Tamil Nadu",KLA-Tencor,None,Organic,"Job Opening ID: 122280
Chennai, India
Full-Time
Regular

Company Overview
Calling the adventurers ready to join a company that's pushing the limits of nanotechnology to keep the digital revolution rolling. At KLA, we're making technology advancements that are bigger—and tinier—than the world has ever seen.

Who are we? We research, develop, and manufacture the world's most advanced inspection and measurement equipment for the semiconductor and nanoelectronics industries. We enable the digital age by pushing the boundaries of technology, creating tools capable of finding defects smaller than a wavelength of visible light. We create smarter processes so that technology leaders can manufacture high-performance chips—the kind in that phone in your pocket, the tablet on your desk and nearly every electronic device you own—faster and better. We're passionate about creating solutions that drive progress and help people do what wouldn't be possible without us. The future is calling. Will you answer?
Group/Division
With over 40 years of semiconductor process control experience, chipmakers around the globe rely on KLA to ensure that their fabs ramp next-generation devices to volume production quickly and cost-effectively. Enabling the movement towards advanced chip design, KLA's Global Products Group (GPG), which is responsible for creating all of KLA’s metrology and inspection products, is looking for the best and the brightest research scientist, software engineers, application development engineers, and senior product technology process engineers.
First to deliver the best imaging and classification data for every defect or point on any layer at any time.
EBeam’s mission encapsulates its role as the “eyes” of KLA’s product line, providing timely information on defects and critical locations on the wafer at the highest spatial resolution possible. Customers use EBeam products alongside KLA patterned and bare wafer inspectors to quickly understand the nature of defects and other imperfections on product wafers and take action to correct the manufacturing process.
Responsibilities
We are looking for an Algorithm Engineer / Lead with an experience of ~10 years of product development for EBEAM division for developing next generation technologies in yield management for Semi-Conductor industry. This position involves developing advanced Image Processing and Machine Vision algorithms for the wafer Inspection, Review and CD Metrology. We are one of the pioneering companies in the Semi-Conductor industry to use Deep Learning algorithms for defect detection and classification. In addition, we are actively exploring using Generative models (GAN) for SEM image simulation and image quality enhancement.


The EBeam algorithms group operates in the very challenging environment of the rapidly evolving semiconductor industry. The group designs and develops cutting edge image processing and machine learning algorithms. The group also implements system level solutions to push the limits of sensitivity on these inspection & review systems. The designs and implementations are always constrained to operate with the boundaries of robustness and stability. Furthermore, the real time requirements pose additional challenges. The Ebeam algorithms group also works extensively on providing solutions to live customer problems in the field.

This position is unique as it interfaces with several system level groups - Optics, mechanics, sensors, and applications among others. The opportunities are boundless in the technical areas as we are constantly pushing the envelope of leading edge technologies in algorithms and image computers. We are also constantly pursuing system level solutions for these complex automated inspection platforms. We are constantly innovating and releasing products every few months
Qualifications
The candidate must have a degree in Engineering, Physics, Mathematics, or related fields.
The ideal candidate will have a working knowledge of Machine Vision.
Experience of driving design, development, integration and adoption of products from scratch.
Knowledge of Deep Learning with working experience in Tensor Flow, Theano, PyTorch etc.
Strong hands-on knowledge of skills C/C++ and object-oriented programming
Experience of programming and debugging in Linux OS
Experience working with image / video processing algorithms / systems and third-party libraries like IPP, OpenCV etc.
Ability to formulate problems into mathematical equations.
Proficiency in computational methods
Team player with good written and verbal communication skills."
Artificial Intelligence-Computer Vision/Data Analyst-Machine...,"Delhi, Delhi",Raising Global Solutions,None,Organic,"Data Analyst - Machine Learning

Skills and Qualifications
Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, Neural Networks, etc.
Experience with common data science toolkits, such as NumPy, sklearn, TensorFlow, Pandas, Matplotlib, Pickle, Keras, etc is highly desirable.
Perform statistical analysis, data mining, temporal and pattern analysis, correlation of events, predictive modeling, and pattern recognition for various use cases.
Good applied statistics skills, such as distributions, statistical testing, regression, etc.
Should have a thorough knowledge of statistics and probability (knowledge of calculus and linear algebra would be a plus).
Experience with data visualization tools, such as D3.js, GGplot, etc.
Proficiency in using query languages such as SQL
Good scripting and programming skills using Python.
Ability to adapt and learn quickly
Provide informational briefings to explain methodologies and analytical findings to peers and customer stakeholders.
Investigate and implement new scientific analysis and methodologies to support big data analytics efforts.
Experience with one or more of the following frameworks: Pytorch, Caffe, TensorFlow, and Theano is a plus."
Data Scientist (Artificial Intelligence / Machine Learning ),"Chennai, Tamil Nadu",FIS Global,None,Organic,"Position Type Full time - Regular

Type of Hire

Education Desired Bachelor of Computer Science

Travel Percentage 0%

Job Description

Data Scientist (Artificial Intelligence / Machine Learning )

Are you curious, motivated, and forward-thinking? At FIS you’ll have the opportunity to work on some of the most challenging and relevant issues in financial services and technology. Our talented people empower us, and we believe in being part of a team that is open, collaborative, entrepreneurial, passionate and above all fun.

About the team
This team is a involves in Design, code, test, implement, maintain and support applications software that is delivered on time and within budget. Work closely with customers, business analysts and team members to understand business requirements that drive analysis and design of quality technical solutions ensuring alignment with business and IT strategies and complying with FIS architectural standards.

What you will be doing

Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive analytical business solutions.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.
Experience using statistical techniques to manipulate data and draw insights from large data sets. Designing and developing machine learning and deep learning systems.
Running machine learning tests and experiments. Implementing appropriate Machine learning algorithms.
Use predictive modeling to increase and optimize customer experiences, revenue generation, ad-targeting, and other business outcomes for comprehensive product development.
Develop processes and tools to monitor and analyze model performance and data accuracy.

What you bring:
2 to 6 years of experience in Data Science (Artificial Intelligence / Machine Learning )
Experience in Python and Data science libraries like Keras, Tensor Flow, Pytorch, Scikit Learn. Numpy, Pandas and plotting libraries
Experience querying databases and using statistical computer languages: R, Python, SLQ, SAS etc. (Any one or two)
Hands on a variety of machine learning techniques (Regression, classification, clustering, artificial neural networks, etc.)
Expertise in advanced statistical techniques (like probability distributions, hypothesis testing etc.) and their applications. Work as an individual contributor to lay the technical foundation of future
Work in a cross-functional team environment with excellent written and verbal communication skills for coordinating across teams.

Added bonus if you have:
Knowledge of FIS’ products and services
Knowledge of financial services industry
Knowledge of basic financial analysis principles and ratios

What we offer you
An exciting opportunity be a part of World’s Leading FinTech Product MNC
To be a part of vibrant team and to build up a career on core banking/payments domain
Competitive salary and attractive benefits including GHMI/ Hospitalization coverage for employee and direct dependents
A multifaceted job with a high degree of responsibility and a broad spectrum of opportunities
Valuable internal opportunities to showcase your talent on Fine Arts/Sports/Fitness etc.

Privacy Statement

FIS is committed to protecting the privacy and security of all personal information that we process in order to provide services to our clients. For specific information on how FIS protects personal information online, please see the Online Privacy Notice.

Sourcing Model

Recruitment at FIS works primarily on a direct sourcing model; a relatively small portion of our hiring is through recruitment agencies. FIS does not accept resumes from recruitment agencies which are not on the preferred supplier list and is not responsible for any related fees for resumes submitted to job postings, our employees, or any other part of our company."
Artificial Intelligence (AI) Internship,"Chennai, Tamil Nadu",Makerdemy,"₹5,500 a month",Organic,"About the company:
Makerdemy is a senior IIM alumni venture and a pioneer company in the field of technology education. Our mission is to encourage school and college students to participate in the maker revolution- sweeping the world. We create courses on topics like Raspberry Pi, Arduino, Scratch programming and internet of things to help our students get future-ready.
About the internship/job:
Selected intern's day-to-day responsibilities include: 1. Working on Google Assistant and Alexa based projects 2. Working on voice-based AI applications
Who can apply:
Only those students or freshers can apply who:
are available for full time (in-office) internship
have relevant skills and interests
can start the internship between 23rd Jan'20 and 22nd Feb'20
are available for duration of 4 months
have already graduated or are currently in any year of study
Females willing to start/restart their career may also apply
Number of internships/jobs available: 3
Categories: Artificial Intelligence (AI),Computer Science,Engineering"
"Machine Learning, Deep Learning and Artificial Intelligence","Kochi, Kerala",Nubeslab,None,Organic,"The role:
We are looking for an expert in machine learning to help us extract value from our data. You will lead all the processes from data collection, cleaning, and pre-processing, to training models and deploying them to production.
The ideal candidate will be passionate about artificial intelligence and stay up-to-date with the latest developments in the field.
What you will do
Candidate must possess at least Bachelor’s Degree/Post Graduate Diploma/Professional Degree in Engineering (Computer/Telecommunication) or equivalent.
Required language(s): English
At least 3 Year(s) of working experience in the related field is required for this position.
Required Skill(s): Deep Learning, Python, Tensorflow, Keras, DL4J, Java, Critical thinking
Preferably Junior Executive specialized in IT/Computer – Software or equivalent.
Who you must be:
Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress
Managing available resources such as hardware, data, and personnel so that deadlines are met
Analyzing the ML algorithms that could be used to solve a given problem and ranking them by their success probability
Exploring and visualizing data to gain an understanding of it, then identifying differences in data distribution that could affect performance when deploying the model in the real world
Verifying data quality, and/or ensuring it via data cleaning
Supervising the data acquisition process if more data is needed
Finding available datasets online that could be used for training
Defining validation strategies
Defining the preprocessing or feature engineering to be done on a given dataset
Defining data augmentation pipelines
Training models and tuning their hyperparameters
Analyzing the errors of the model and designing strategies to overcome them
Deploying models to production
Nubeslab is an Equal Opportunity Employer."
MACHINE LEARNING ENGINEER,"Bengaluru, Karnataka",Neva Ventures,None,Organic,"Duties and Responsibilities
Looking for passionate individuals with strong machine learning background.
Hands-on expertise in Artificial Intelligence, Machine Learning, Neural Networks, Applied Mathematics and Computer Vision.
Develop and design algorithms and frameworks in terms of API to leverage the data.
Work closely with technical leads and Product Managers to meet deliverables and contribute to data-driven the development of cutting-edge technologies.
Good Knowledge on the database can be an added advantage.
Exposure to IoT, Human-Robot/Human-Computer interaction, big data interpretation/crunching to unleash the power of data, generate predictions which can help automated solutions for improved user experiences."
"Manager, Product Development - Artificial Intelligence & Mac...","Gurgaon, Haryana",MasterCard,None,Organic,"Who is Mastercard?
We are the global technology company behind the world’s fastest payments processing network. We are a vehicle for commerce, a connection to financial systems for the previously excluded, a technology innovation lab, and the home of Priceless ®. We ensure every employee has the opportunity to be a part of something bigger and to change lives. We believe as our company grows, so should you. We believe in connecting everyone to endless, priceless possibilities.
Job Title
Manager, Product Development - Artificial Intelligence & Machine Learning
Our Vision
AI Garage is responsible for establishing Mastercard as an AI powerhouse. AI will be leveraged and implemented at scale within Mastercard providing a foundational, competitive advantage for the future. All internal processes, all products and services will be enabled by AI continuously advancing our value proposition, consumer experience, and efficiency.

Opportunity
Lead a team of Data Science professionals in Mastercard's AI Garage @ Gurgaon, a newly created strategic business unit within Mastercard, executing on identified use cases for product optimization and operational efficiency securing Mastercard's competitive advantage through all things AI.

Role
Be an AI subject matter expert at Mastercard, responsible for end-to end ownership and execution of assigned AI responsibilities
Ensure all AI solution development is in line with industry standards for data management and privacy compliance including the collection, use, storage, access, retention, output, reporting, and quality of data at Mastercard
Adopt a pragmatic approach to AI, capable of articulating complex technical requirements in a manner this is simple and relevant to stakeholder use cases
Gather relevant information to define the business problem interfacing with global stakeholders
Creative thinker capable of linking AI methodologies to identified business challenges
Identify commonalities amongst use cases enabling a microservice approach to scaling AI at Mastercard, building reusable, multi-purpose models
Develop AI/ML solutions/applications leveraging the latest industry and academic advancements
Leverage open and closed source technologies to solve business problems
Ability to work cross-functionally, and across borders drawing on a broader team of colleagues to effectively execute the AI agenda
Partner with technical teams to implement developed solutions/applications in production environment
Support a learning culture continuously advancing AI capabilities

All About You

Experience
Prior experience leading and developing high performing teams with an emphasis on execution and through-put
Proven track record of developing and implementing AI strategies at scale, solving identified business problems and achieving optimization in the product development and management lifecycle in addition to operational efficiencies
Demonstrated leader capable of executing the AI agenda while managing complex variables including Information and Data Governance, Data Management, Information Security, Privacy & Compliance, Content Life cycle Management, and Records Retention Demonstrated ability to deliver high quality AI solutions in a matrix organization, thinking out of the box and solving hard problems while navigating through ambiguity
8+ years of experience in the Data Sciences field with a focus on AI strategy and execution, developing solutions from scratch, and building local and global teams
Demonstrated expertise in the Data Sciences with established credibility in the field including patent submissions and experience working with start-ups
Demonstrated passion for AI competing in sponsored challenges such as Kaggle
Previous experience with or exposure to:
o Deep Learning algorithm techniques, open source tools and technologies, statistical tools, and programming environments such as Python, R, and SQL
o Big Data platforms such as Hadoop, Hive, Spark, GPU Clusters for deep learning
o Classical Machine Learning Algorithms like Logistic Regression, Decision trees, Clustering (K-means, Hierarchical and Self-organizing Maps), TSNE, PCA, Bayesian models, Time Series ARIMA/ARMA, Recommender Systems - Collaborative Filtering, FPMC, FISM, Fossil
o Deep Learning algorithm techniques like Random Forest, GBM, KNN, SVM, Bayesian, Text Mining techniques, Multilayer Perceptron, Neural Networks – Feedforward, CNN, LSTM’s GRU’s is a plus. Optimization techniques – Activity regularization (L1 and L2), Adam, Adagrad, Adadelta concepts; Cost Functions in Neural Nets – Contrastive Loss, Hinge Loss, Binary Cross entropy, Categorical Cross entropy; developed applications in KRR, NLP, Speech and Image processing
o Deep Learning frameworks for Production Systems like Tensorflow, Keras (for RPD and neural net architecture evaluation), PyTorch and Xgboost, Caffe, and Theono is a plus
Exposure or experience using collaboration tools such as:
o Confluence (Documentation)
o Bitbucket/Stash (Code Sharing)
o Shared Folders (File Sharing)
o ALM (Project Management)
Knowledge of payments industry a plus
Experience with SAFe (Scaled Agile Framework) process is a plus

Effectiveness
Effective at managing and validating assumptions with key stakeholders in compressed timeframes, without hampering development momentum
Capable of navigating a complex organization in a relentless pursuit of answers and clarity
Enthusiasm for Data Sciences enabling the identification, design, and deployment of optimal AI and machine learning business opportunities and the creative application of AI techniques to improve an organization's effectiveness
Proven thought-leadership when evaluating business problems and architecting a cohesive solution
Ability to understand technical system architecture and overarching function along with interdependency elements, as well as anticipate challenges for immediate remediation
Ability to unpack complex problems into addressable segments and evaluate AI methods most applicable to addressing the segment
Incredible attention to detail and focus instilling confidence without qualification in developed solutions

Core Capabilities
Strong written and oral communication skills
Strong project management skills
Experience leading teams a plus
Bachelor's degree required. Advanced degree in Management, Mathematics, Computer Science, Engineering, or other quantitative fields desirable
Some international travel required
Mastercard is an inclusive Equal Employment Opportunity employer that considers applicants without regard to gender, gender identity, sexual orientation, race, ethnicity, disabled or veteran status, or any other characteristic protected by law.
If you require accommodations or assistance to complete the online application process, please contact reasonable.accommodation@mastercard.com and identify the type of accommodation or assistance you are requesting. Do not include any medical or health information in this email. The Reasonable Accommodations team will respond to your email promptly."
